Series Title,Year Released,Content Rating,IMDB Rating,R Rating,Genre,Description,No of Seasons,Streaming Platform
Gangstars,2018,N/A,7.4,32,"Drama,Crime",KrishnaDas is a gangster. The doctor tells das that he has a stomach cancer. Ajay dream to become a filmmaker. Keerthi is the niece of a film stars manager. Vishwa and Aishwarya breakup during shooting refuse to work. Das threatens Ajay and Keerthi to act together. How they complete the film and does Das realise the truth of his medical condition?Gangstars has one or more episodes streaming with subscription on Prime Video. It's a crime and drama show with 12 episodes over 1 season. Gangstars is still airing with no announced date for the next episode or season. It has a better than average IMDb audience rating of 7.4.,1 Season,Prime Video
Tainted Dreams,2017,N/A,7.7,32,"Drama,2017","Tainted Dreams has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It's a drama show with 13 episodes over 2 seasons. Tainted Dreams is still airing with no announced date for the next episode or season. It has a high IMDb audience rating of 7.7 (35 votes).",2Seasons,Prime Video
The Bug Diaries,2019,all,6.1,32,"Family,Animation","The Bug Diaries is an animated comedy series for preschoolers based on the witty children's books by best-selling author Doreen Cronin and best-selling Illustrator Harry Bliss. The show ...
ØThe Bug Diaries has one or more episodes streaming with subscription on Prime Video. It's an animation and children show with 16 episodes over 3 seasons. The Bug Diaries is still airing with no announced date for the next episode or season. It has an average IMDb audience rating of 6.1 (36 votes).",3Seasons,Prime Video
The Other F Word,2017,N/A,7.9,32,"Comedy,Drama",'The Other F Word' is an edgy comedy about a group of friends who find that the angst of raising kids may be nothing compared to the angst of starting over after they are grownThe Other F Word has one or more episodes streaming with subscription on Prime Video. It's a comedy and drama show with 14 episodes over 2 seasons. The Other F Word is no longer running and has no plans to air new episodes or seasons. It has a high IMDb audience rating of 7.9 (29 votes).,2Seasons,Prime Video
Vatican Miracle Examiner,2017,N/A,6.5,32,"Animation,Mystery",Vatican Miracle Examiner has one or more episodes streaming with subscription on Prime Video. It's an animation and mystery show with 12 episodes over 1 season. Vatican Miracle Examiner is still airing with no announced date for the next episode or season. It has an average IMDb audience rating of 6.5 (58 votes).,1Season,Prime Video
Private Sales,2016,N/A,5.6,32,"Drama,2016","When Jacob Hunters wealthy parents are murdered, he returns from college to mourn and take care of the estate. With his inheritance tied up in probate, Jacob takes a job driving high price escorts and quickly finds out, his job is more than just transportation.Private Sales featuring Claudia Wit and Taylor King has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It's a drama show with 6 episodes over 1 season. Private Sales is still airing with no announced date for the next episode or season. It has an average IMDb audience rating of 5.6 (168 votes).",1Season,Prime Video
Boing: The Play Ranger,2015,N/A,7.3,32,"Animation,2015","Welcome to the village of Playville. A fun and colorful playground town filled with lovable characters that can transform into playground rides.Boing: The Play Ranger has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It's an animation show with 52 episodes over 2 seasons. Boing: The Play Ranger is still airing with no announced date for the next episode or season. It has a better than average IMDb audience rating of 7.3 (11 votes).",2Seasons,Prime Video
Kit ^n^ Kate,2014,N/A,6.6,32,"Animation,Children","Two small kitties named Kit and Kate love their toy box. As soon as they hop inside, magic starts to happen. Kid's imagination transforms their room into a blueberry island, race track or a medieval castle. Every time the kitties create a whole new world with amazing discoveries, surprises and not-so-easy-to-solve dilemmas.Kit ^n^ Kate has one or more episodes streaming with subscription on Prime Video, streaming with subscription on Ameba (Via Prime Video), and available for purchase on Prime Video. It's an animation and children show with 104 episodes over 2 seasons. Kit ^n^ Kate is still airing with no announced date for the next episode or season. It has an average IMDb audience rating of 6.6 (9 votes).",2Seasons,Prime Video
David and Olivia? - Naked in Scotland,2018,N/A,N/A,32,"2018,Prime Video","David and Olivia? - Naked in Scotland has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 6 episodes over 2 seasons. David and Olivia? - Naked in Scotland is still airing with no announced date for the next episode or season.",2Seasons,Prime Video
Qumi-Qumi,2012,N/A,8,32,"Animation,Action & Adventure","Qumi-Qumi is a Russian animated series for kids 8-12 years old.Qumi-Qumi galaxy is a picturesque world with a slight resemblance to Earth which is inhabited by three tribes living on three different islands. The tribes - Jumi-Qumi, Yumi-Qumi and Shumi-Qumi have different looks and lifestyles and don?t have common grounds. They even have different political systems and evolution stages. Jumi-Qumi is a primitive civilization governed by their Leader. Yumi-Qumi is a high-developed democratic society, while Shumi-Qumi live in a military communist regime with the General as a chief. However, certain representatives of different tribes do interact - and it comes out funny and unexpected!Qumi-Qumi has one or more episodes streaming with subscription on Prime Video, streaming with subscription on Ameba (Via Prime Video), and available for purchase on Prime Video. It's an action & adventure and animation show with 20 episodes over 2 seasons. Qumi-Qumi is still airing with no announced date for the next episode or season. It has a high IMDb audience rating of 8.0 (51 votes).",2Seasons,Prime Video
Mount Royal,1988,N/A,6.8,31,"Drama,1988","Mount Royal was a Canadian prime time television soap opera that aired on CTV. It premiered January 3, 1988 with a two-hour episode. The series starred Patrick Bauchau and Domini Blythe. It is said to be Canada's answer to the American soap opera Dynasty.Mount Royal has one or more episodes streaming with subscription on Prime Video. It's a drama show with 16 episodes over 1 season. Mount Royal is no longer running and has no plans to air new episodes or seasons. It has a better than average IMDb audience rating of 6.8 (18 votes).",1Season,Prime Video
La Usurpadora,2019,N/A,N/A,31,"2019,Prime Video",La Usurpadora has one or more episodes streaming with subscription on Prime Video. It has 25 episodes over 1 season. La Usurpadora is still airing with no announced date for the next episode or season.,1Season,Prime Video
